event_num,period,clock,teamTricode,substitutionIn,substitutionOut,raw_event
587,4,PT08M42.00S,OKC,,,"{""actionNumber"": 587, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1631114, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5800000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""J. Williams"", ""personIdsFilter"": [1631114]}"
588,4,PT08M42.00S,OKC,,,"{""actionNumber"": 588, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5810000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
589,4,PT08M42.00S,MIN,,,"{""actionNumber"": 589, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 201144, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5820000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: M. Conley"", ""playerName"": ""Conley"", ""playerNameI"": ""M. Conley"", ""personIdsFilter"": [201144]}"
590,4,PT08M42.00S,OKC,,,"{""actionNumber"": 590, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1628983, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5830000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: S. Gilgeous-Alexander"", ""playerName"": ""Gilgeous-Alexander"", ""playerNameI"": ""S. Gilgeous-Alexander"", ""personIdsFilter"": [1628983]}"
591,4,PT08M42.00S,OKC,,,"{""actionNumber"": 591, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5840000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
592,4,PT08M42.00S,MIN,,,"{""actionNumber"": 592, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:46:03.2Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630162, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""84"", ""scoreAway"": ""74"", ""edited"": ""2025-05-21T02:46:23Z"", ""orderNumber"": 5850000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Edwards"", ""playerName"": ""Edwards"", ""playerNameI"": ""A. Edwards"", ""personIdsFilter"": [1630162]}"
624,4,PT07M40.00S,MIN,,,"{""actionNumber"": 624, ""clock"": ""PT07M40.00S"", ""timeActual"": ""2025-05-21T02:48:35.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""86"", ""scoreAway"": ""76"", ""edited"": ""2025-05-21T02:52:43Z"", ""orderNumber"": 5973437, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
625,4,PT07M40.00S,MIN,,,"{""actionNumber"": 625, ""clock"": ""PT07M40.00S"", ""timeActual"": ""2025-05-21T02:48:35.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629638, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""86"", ""scoreAway"": ""76"", ""edited"": ""2025-05-21T02:52:43Z"", ""orderNumber"": 5974531, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: N. Alexander-Walker"", ""playerName"": ""Alexander-Walker"", ""playerNameI"": ""N. Alexander-Walker"", ""personIdsFilter"": [1629638]}"
616,4,PT07M00.00S,OKC,,,"{""actionNumber"": 616, ""clock"": ""PT07M00.00S"", ""timeActual"": ""2025-05-21T02:49:40.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630598, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""90"", ""scoreAway"": ""77"", ""edited"": ""2025-05-21T02:49:43Z"", ""orderNumber"": 6090000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Wiggins"", ""playerName"": ""Wiggins"", ""playerNameI"": ""A. Wiggins"", ""personIdsFilter"": [1630598]}"
617,4,PT07M00.00S,OKC,,,"{""actionNumber"": 617, ""clock"": ""PT07M00.00S"", ""timeActual"": ""2025-05-21T02:49:40.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631114, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""90"", ""scoreAway"": ""77"", ""edited"": ""2025-05-21T02:49:43Z"", ""orderNumber"": 6100000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""J. Williams"", ""personIdsFilter"": [1631114]}"
618,4,PT07M00.00S,OKC,,,"{""actionNumber"": 618, ""clock"": ""PT07M00.00S"", ""timeActual"": ""2025-05-21T02:49:50.8Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""90"", ""scoreAway"": ""77"", ""edited"": ""2025-05-21T02:49:56Z"", ""orderNumber"": 6110000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
619,4,PT07M00.00S,OKC,,,"{""actionNumber"": 619, ""clock"": ""PT07M00.00S"", ""timeActual"": ""2025-05-21T02:49:50.8Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""90"", ""scoreAway"": ""77"", ""edited"": ""2025-05-21T02:49:56Z"", ""orderNumber"": 6120000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
639,4,PT05M21.00S,MIN,,,"{""actionNumber"": 639, ""clock"": ""PT05M21.00S"", ""timeActual"": ""2025-05-21T02:56:07.5Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630183, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""93"", ""scoreAway"": ""81"", ""edited"": ""2025-05-21T02:56:11Z"", ""orderNumber"": 6280000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. McDaniels"", ""playerName"": ""McDaniels"", ""playerNameI"": ""J. McDaniels"", ""personIdsFilter"": [1630183]}"
640,4,PT05M21.00S,MIN,,,"{""actionNumber"": 640, ""clock"": ""PT05M21.00S"", ""timeActual"": ""2025-05-21T02:56:07.5Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""93"", ""scoreAway"": ""81"", ""edited"": ""2025-05-21T02:56:11Z"", ""orderNumber"": 6290000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
642,4,PT05M21.00S,OKC,,,"{""actionNumber"": 642, ""clock"": ""PT05M21.00S"", ""timeActual"": ""2025-05-21T02:56:29.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""94"", ""scoreAway"": ""81"", ""edited"": ""2025-05-21T02:56:34Z"", ""orderNumber"": 6310000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
643,4,PT05M21.00S,OKC,,,"{""actionNumber"": 643, ""clock"": ""PT05M21.00S"", ""timeActual"": ""2025-05-21T02:56:29.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""94"", ""scoreAway"": ""81"", ""edited"": ""2025-05-21T02:56:34Z"", ""orderNumber"": 6320000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
676,4,PT02M01.00S,OKC,,,"{""actionNumber"": 676, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628983, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6650000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: S. Gilgeous-Alexander"", ""playerName"": ""Gilgeous-Alexander"", ""playerNameI"": ""S. Gilgeous-Alexander"", ""personIdsFilter"": [1628983]}"
677,4,PT02M01.00S,OKC,,,"{""actionNumber"": 677, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6660000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
678,4,PT02M01.00S,OKC,,,"{""actionNumber"": 678, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6670000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
679,4,PT02M01.00S,OKC,,,"{""actionNumber"": 679, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6680000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
680,4,PT02M01.00S,MIN,,,"{""actionNumber"": 680, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628978, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6690000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: D. DiVincenzo"", ""playerName"": ""DiVincenzo"", ""playerNameI"": ""D. DiVincenzo"", ""personIdsFilter"": [1628978]}"
681,4,PT02M01.00S,MIN,,,"{""actionNumber"": 681, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630162, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6700000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Edwards"", ""playerName"": ""Edwards"", ""playerNameI"": ""A. Edwards"", ""personIdsFilter"": [1630162]}"
682,4,PT02M01.00S,MIN,,,"{""actionNumber"": 682, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629638, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6710000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Alexander-Walker"", ""playerName"": ""Alexander-Walker"", ""playerNameI"": ""N. Alexander-Walker"", ""personIdsFilter"": [1629638]}"
683,4,PT02M01.00S,MIN,,,"{""actionNumber"": 683, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6720000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
684,4,PT02M01.00S,MIN,,,"{""actionNumber"": 684, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 203944, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6730000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Randle"", ""playerName"": ""Randle"", ""playerNameI"": ""J. Randle"", ""personIdsFilter"": [203944]}"
685,4,PT02M01.00S,OKC,,,"{""actionNumber"": 685, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629026, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6740000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: K. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""K. Williams"", ""personIdsFilter"": [1629026]}"
686,4,PT02M01.00S,OKC,,,"{""actionNumber"": 686, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1642349, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6750000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Mitchell"", ""playerName"": ""Mitchell"", ""playerNameI"": ""A. Mitchell"", ""personIdsFilter"": [1642349]}"
687,4,PT02M01.00S,OKC,,,"{""actionNumber"": 687, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6760000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
688,4,PT02M01.00S,OKC,,,"{""actionNumber"": 688, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630598, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6770000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Wiggins"", ""playerName"": ""Wiggins"", ""playerNameI"": ""A. Wiggins"", ""personIdsFilter"": [1630598]}"
689,4,PT02M01.00S,MIN,,,"{""actionNumber"": 689, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630545, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6780000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: T. Shannon Jr."", ""playerName"": ""Shannon Jr."", ""playerNameI"": ""T. Shannon Jr."", ""personIdsFilter"": [1630545]}"
690,4,PT02M01.00S,MIN,,,"{""actionNumber"": 690, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630568, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6790000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: L. Garza"", ""playerName"": ""Garza"", ""playerNameI"": ""L. Garza"", ""personIdsFilter"": [1630568]}"
691,4,PT02M01.00S,MIN,,,"{""actionNumber"": 691, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1641740, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6800000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Clark"", ""playerName"": ""Clark"", ""playerNameI"": ""J. Clark"", ""personIdsFilter"": [1641740]}"
692,4,PT02M01.00S,MIN,,,"{""actionNumber"": 692, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1642265, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6810000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: R. Dillingham"", ""playerName"": ""Dillingham"", ""playerNameI"": ""R. Dillingham"", ""personIdsFilter"": [1642265]}"
693,4,PT02M01.00S,MIN,,,"{""actionNumber"": 693, ""clock"": ""PT02M01.00S"", ""timeActual"": ""2025-05-21T03:05:47.7Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631169, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""104"", ""scoreAway"": ""86"", ""edited"": ""2025-05-21T03:06:44Z"", ""orderNumber"": 6820000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Minott"", ""playerName"": ""Minott"", ""playerNameI"": ""J. Minott"", ""personIdsFilter"": [1631169]}"
